"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0060M000014graOQAQ","CMRCL","AMER","1K-5K",4560,"Eide Bailly (+4) 203 Sales Cloud","Add-On Business","AE","Other",0,"Y","Professional Services","1000-5000","Premier"
"006300000137CNhAAM","ENTR","AMER","<1K",0,"Apria Healthcare, Inc (+300 service cloud) Product Adjustment Add On","Add-On Business","AE","Other",879,"Y","Healthcare & Life Sciences",">5000","Premier"
"00630000012ZMAoAAO","ESMB","APAC","5K-10K",7500,"APPSTER PTY LTD (+5EE)","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"00630000012PiZVAA0","CMRCL","AMER","5K-10K",7200,"Lighting Science-(+6) 6 EE","New Business","SDR","Inbound Call",0,"Y","Manufacturing","50-200","Basic"
"0060M000013xyImQAI","CMRCL","JP","10K-100K",72000,"SMITH & NEPHEW KK ISVForce_co-meeting Cu-hacker Ent+2(2)","New Business","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0060M000014kcvjQAA","CMRCL","AMER","<1K",0,"MC - Highland Financial - AO - BCC","Add-On Business","AE","Other",0,"Y","Financial Services","50-200","Premier"
"0060M00001562GPQAY","ENTR","JP","100K-500K",144000,"パーソルキャリア株式会社_OEM","Add-On Business","AE","Other",0,"Y","Professional Services","1000-5000","Premier"
"0060M000014yDuiQAE","CMRCL","LACA","10K-100K",83760,"Takeda LATAM (FhR5)_OEM","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","1000-5000","Basic"
"00630000012URG8AAO","CMRCL","AMER","10K-100K",27183.75,"innRoad.com +9EE +6 Desk + Desk Upgrade + 1GB Data Storage","Renewal","AE","Other",937,"Y","High Tech","50-200","Basic"
"0063000000yxI4wAAE","CMRCL","AMER","1K-5K",1560,"Fuduzu - (+2) 2 PE","New Business","AE","Other",1493,"Y","Other","<50","Basic"
"0063000000zDMWXAA4","ENTR","JP","100K-500K",144000,"Toyota Media Service  +500MB","Add-On Business","AE","Other",1472,"Y","High Tech","200-1000","Basic"
"0060M0000143CwnQAE","CMRCL","AMER","<1K",162,"Energy Technology Savings, Inc._ISVForce","New Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M000014JUnsQAG","ENTR","AMER","<1K",0,"MC - NSI Middle East - NB - SSI Dev","New Business","AE","Other",0,"Y","High Tech","50-200","Partner Premier + Account Manager"
"0060M0000143Jq3QAE","CMRCL","AMER","<1K",211.92,"Endogastric Solutions (+2 Chatter Plus) 13 Chatter Plus","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","50-200","Premier"
"0063000000fD6fZAAS","ESMB","EMEA","1K-5K",4131.48,"BOLTON MEDICAL ITALIA SRL - 2EE+2PRM","New Business","AE","Partner Sourced",2852,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000pnDz3AAE","CMRCL","AMER","1K-5K",3000,"Stratfor Enterprises LLC - Data.com- +2DC","New Business","AE","Other",2290,"Y","Professional Services","50-200","Basic"
"0060M000013Vh7WQAS","CMRCL","AMER","10K-100K",20250,"Rose Management Group - (+20) 20 PE + PSA","New Business","SDR","Demo Center Registration",0,"Y","Professional Services","50-200","Basic"
"0060M000013VgzwQAC","CMRCL","AMER","<1K",0,"Anything Weather Comm Inc (+API Access) COURTESY","Courtesy","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M000013x1VSQAY","ENTR","AMER","5K-10K",6525,"Pepsi Logistics +3 sales EE (15)","Add-On Business","ECS","Other",0,"Y","Retail & CG","200-1000","Premier"
"0060M000015JEc2QAG","CMRCL","AMER","<1K",0,"Hidden Garden Foods Ltd_OEM","New Business","AE","Other",0,"Y","Retail & CG","<50","Basic"
"0060M000015FgVVQA0","CMRCL","AMER","1K-5K",3000,"TextRecruit - (+2) 41 EE","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000013WMcuQAG","ESMB","EMEA","<1K",189,"Fila Industria Chimica Spa_ISVForce","New Business","AE","Other",0,"Y","Manufacturing","50-200","Basic"
"0060M000013WMDGQA4","CMRCL","AMER","<1K",313.56,"Prosci - Force.com EA (+1) 12","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"0063000000pk7orAAA","ESMB","EMEA","1K-5K",4635,"Derayah +3EE","Add-On Business","AE","Other",2358,"Y","Education","<50","Premier"
"0063000000pkEXGAA2","ESMB","AMER","<1K",270,"Big Bang LLC API call add on","Add-On Business","AE","Other",2354,"Y","Retail & CG","<50","Basic"
"0063000000uOF5WAAW","ESMB","AMER","<1K",750,"Simon and Simon International_OEM","New Business","SDR","Other",2082,"Y","Financial Services","<50","Basic"
"0063000000byufdAAA","US PS","AMER","<1K",0,"Sanitary District No. 5 of Marin County - swap 2ee to 2force.com","Add-On Business","AE","Other",2975,"Y","Agriculture & Mining","<50","Basic"
"0060M000013uLGqQAM","ESMB","AMER","<1K",300,"iSalus Healthcare (+1) API Calls","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Basic"
"0060M000013GE0gQAG","ESMB","APAC","<1K",765.6,"Saptrangforce.com (+1 EE) +1 EE","New Business","SDR","Partner Sourced",0,"Y","Retail & CG","<50","Basic"
"0060M000013GE3aQAG","CMRCL","AMER","1K-5K",2099.98,"Binary Tree + 5 Sales Wave (5)","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Premier"
"00630000010NjyxAAC","ESMB","EMEA","<1K",546.72,"AbleMaxx ( +1 PE ) 3 PE","Add-On Business","AE","Other",1199,"Y","Communications & Media","<50","Premier"
"00630000010Nk1hAAC","CMRCL","AMER","<1K",0,"Restaurant.com (HB - Helping Business) (+2 LICENSE TRANSFER)","Add-On Business","AE","Other",1199,"Y","Retail & CG","200-1000","Premier"
"006300000104a9QAAQ","ESMB","LACA","<1K",120,"KSecurity - Webstore","Add-On Business","AE","Other",1193,"Y","High Tech","<50","Basic"
"00630000010NteJAAS","ENTR","AMER","<1K",0,"Cynosure, Inc. 2015 Incremental +6 Service","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Premier"
"00630000010NtfbAAC","ESMB","EMEA","<1K",972,"Syscons Srl - Webstore","New Business","AE","Other",1193,"Y","Professional Services","<50","Basic"
"0063000000zPUuXAAW","ESMB","AMER","<1K",663,"Fidalgo Bay Coffee - Webstore","Add-On Business","AE","Other",1193,"Y","Retail & CG","<50","Basic"
"0063000000plZ8lAAE","ENTR","EMEA","10K-100K",69132,"Sonae Industria- 95EE stage1","New Business","BDR","Partner Sourced",2324,"Y","Financial Services",">5000","Premier"
"0063000000plk0CAAQ","CMRCL","AMER","10K-100K",22312.5,"George H. Dean Co. - (+14) 14EE + PSA","New Business","BDR","Other",2319,"Y","Manufacturing","50-200","Basic"
"0063000000vVRu9AAG","CMRCL","AMER","1K-5K",1140,"Rainmaker Group (+1 EE)","Add-On Business","AE","Other",2008,"Y","Professional Services","50-200","Premier"
"0063000000vVLO1AAO","CMRCL","AMER","<1K",180,"Pro Tech Marketing - Arizona (+1) 9 GE","Add-On Business","AE","Other",2016,"Y","Other","<50","Basic"
"0063000000pnDXsAAM","ENTR","EMEA","10K-100K",21960,"Rexam (Additional Depts) +30EE","Add-On Business","BDR","Other",2290,"Y","Manufacturing",">5000","Basic"
"0063000001372sIAAQ","CMRCL","AMER","<1K",648,"Globe Trot Travel","Upgrade","AE","Other",888,"Y","Other","<50","Basic"
"00630000012ZMhtAAG","CMRCL","AMER","1K-5K",1080,"Pictometry International - Chatter Plus (+88) 98 CP","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","200-1000","Premier"
"00630000012ZMnTAAW","ENTR","AMER","<1K",0,"WK - FR&C - Courtesy Knowledge Licenses (+3)","Courtesy","ECS","Other",0,"Y","Manufacturing","200-1000","Premier"
"0060M000013tZ1NQAU","CMRCL","AMER","<1K",126.36,"Marcus & Millichap Real Estate Investment Services_ISVForce","New Business","AE","Other",0,"Y","Other","<50","Basic"
"00630000012PieBAAS","ESMB","AMER","1K-5K",1248,"Vorum Research Corporation (+2) 1 SC + 1 CSS","Add-On Business","AE","Other",0,"Y","High Tech","<50","Premier"
"00630000012YsQZAA0","CMRCL","AMER","1K-5K",2400,"Connex Group + 1GB","Add-On Business","AE","Other",888,"Y","Professional Services","50-200","Basic"
"0060M000013oDAiQAM","CMRCL","AMER","1K-5K",1560,"Castle Group (+2) 12 PE (Add-On)","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","1000-5000","Basic"
"0060M000013oDEpQAM","CMRCL","AMER","1K-5K",1200,"AGS (+1 GE) 4 GE","Add-On Business","AE","Other",0,"Y","Travel, Transportation, & Hospitality","50-200","Basic"
"0060M000013oDizQAE","CMRCL","AMER","<1K",0,"National Shooting Sports Foundation_OEM","Add-On Business","AE","Other",0,"Y","Communications & Media","50-200","Basic"
"0060M000013WgxUQAS","CMRCL","AMER","10K-100K",80298,"Zendesk (Main), Inc. Partial Copy Sandbox","Add-On Business","AE","Other",0,"Y","High Tech","1000-5000","Premier"
"0060M000013oDx1QAE","ENTR","EMEA","<1K",0,"Coöperatieve Rabobank U.A._OEM","Renewal","N/A","Other",0,"Y","Financial Services","<50","Basic"
"0060M000014yNaxQAE","ESMB","AMER","1K-5K",3348,"Phonebooths Portal- (+4) 4 PE","New Business","SDR","Inbound Call",0,"Y","Retail & CG","<50","Premier"
"0060M0000156QdWQAU","CMRCL","APAC","<1K",0,"Capital First License Assignment 500 Lightning CRM- April-18","Add-On Business","AE","Other",0,"Y","Financial Services",">5000","Premier Priority"
"0060M000014nfoPQAQ","CMRCL","EMEA","10K-100K",67747.68,"Apcoa Parking - DK renewal plus add-ons","Add-On Business","AE","Other",0,"Y","Professional Services","200-1000","Basic"
"0060M000014g9iCQAQ","ENTR","AMER","1K-5K",3000,"Volvo Finance (+10 Partner Community","Add-On Business","ECS","Other",0,"Y","Manufacturing","200-1000","Premier"
"0060M000014gAouQAE","ESMB","APAC","1K-5K",2449.86,"Asian Aid Organisation - (+500 CC logins) 500 CC logins","Add-On Business","SDR","Other",0,"Y","Healthcare & Life Sciences","<50","Basic"
"0060M000014gB0MQAU","CMRCL","EMEA","1K-5K",2365.2,"Roland DG EMEA Storage Add-On","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000014yW1IQAU","CMRCL","AMER","10K-100K",22050,"MC - Capital One Services, LLC. - Additional Emails - #FINSOVERAGES #FY19","Add-On Business","BDR","Other",0,"Y","Financial Services","200-1000","Basic"
"0060M000014g9lzQAA","CMRCL","EMEA","<1K",0,"Which? Public Services - Courtesy Quote","Courtesy","AE","Other",0,"Y","Manufacturing","200-1000","Premier"
"0060M000014FN5kQAG","CMRCL","AMER","1K-5K",1660.5,"White Shark Media (+3 KB) 3 KB","Add-On Business","AE","Other",0,"Y","Communications & Media","200-1000","Basic"
"0060M000014JMuBQAW","ESMB","APAC","<1K",144,"NSUS Limited ()- Expansion","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000014JMRmQAO","CMRCL","AMER","<1K",480,"Amstar Advisers - New","New Business","AE","Other",491,"Y","Engineering, Construction, & Real Estate","50-200","Basic"
"0060M0000143D5BQAU","CMRCL","AMER","<1K",858,"Electrolab Limited_ISVForce","New Business","AE","Other",0,"Y","Professional Services","50-200","Basic"
"0060M000014JMnRQAW","CMRCL","EMEA","<1K",144,"Jetbrains- Expansion","Add-On Business","AE","Other",0,"Y","Other","200-1000","Basic"
"0060M000014Mm4FQAS","ESMB","EMEA","1K-5K",1684.8,"Substantive Media Ltd- 3PE + PSP","New Business","SDR","Demo Center Registration",0,"Y","Communications & Media","<50","Basic"
"0060M000014JNFHQA4","CMRCL","AMER","<1K",120,"Releasewire (releasewire.com) - New","New Business","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M0000152XktQAE","CMRCL","AMER","<1K",351,"King Equipment, LLC_ISVForce","New Business","AE","Other",0,"Y","Professional Services","50-200","Basic"
"0060M000014yWB3QAM","CMRCL","AMER","1K-5K",1348.2,"3D Robotics: +(1) 38EE","Add-On Business","AE","Other",0,"Y","Manufacturing","200-1000","Basic"
"00630000002evtwAAA","CMRCL","APAC","1K-5K",4368,"ACC- (+7) 7PE","New Business","SDR","Other",4742,"Y","High Tech","50-200","Basic"
"0060M000014NFvQQAW","ENTR","AMER","<1K",0.5,"Cardinal Health - B2B + 125 Sales Cloud","Add-On Business","ECS","Other",0,"Y","Healthcare & Life Sciences",">5000","Premier"
"00630000012ZrlpAAC","CMRCL","AMER","1K-5K",3000,"Dentma- (+2) 2 EE","New Business","SDR","Sign-Up Form",0,"Y","High Tech","<50","Basic"
"0060M00001554dPQAQ","CMRCL","AMER","<1K",0,"Prelude Systems Dreamforce '19 Tickets","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Premier"
"0063000000nek7uAAA","Other","EMEA","<1K",96,"Citysetter - Webstore","New Business","SDR","Other",2448,"Y","Other","<50","Basic"
"0063000000bJ2abAAC","Other","EMEA","<1K",216,"b.a.ba Business (+1GE=2)","Add-On Business","AE","Other",2992,"Y","Professional Services","<50","Basic"
"0060M000015IYHcQAO","ENTR","EMEA","<1K",0,"CC Member+Login","Courtesy","ECS","Other",0,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000015ZtsgQAC","ESMB","AMER","<1K",0,"Lumber Mens Co - API","Courtesy","AE","Other",0,"Y","Retail & CG","<50","Premier"
"0060M000015Ia6HQAS","ESMB","AMER","<1K",0,"List Biological Labs - Courtesy API","Courtesy","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000uMQquAAG","Other","AMER","1K-5K",1350,"Domain Holdings Group, Inc. (+1)14 EE","Add-On Business","AE","Other",2138,"Y","Financial Services","50-200","Basic"
"0060M000015St6LQAS","CMRCL","AMER","1K-5K",1550.64,"ARCOS (+1) 51EE","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000015M1XoQAK","CMRCL","AMER","<1K",15,"KTR Accociates_ISVForce","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Premier"
"0060M000015M1A1QAK","CMRCL","AMER","<1K",219.98,"Health Forward Foundation_ISVForce","New Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000015M1B4QAK","ESMB","AMER","<1K",450,"Walsh & Associates_OEM","Add-On Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0060M000015M1UpQAK","CMRCL","AMER","1K-5K",1500,"GC&E_OEM","New Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000015M1IPQA0","CMRCL","AMER","<1K",180,"Litify LLC_ISVForce","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M000015M0fmQAC","CMRCL","EMEA","<1K",600,"Illuminet Solutions Ltd - Webstore","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000015M0j0QAC","CMRCL","EMEA","<1K",0,"Octopus Wealth Courtesy Access","Courtesy","AE","Other",0,"Y","Financial Services","50-200","Basic"
"0060M000015dgb4QAA","CMRCL","AMER","1K-5K",1155,"Bugcrowd - Webstore","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000015dfjMQAQ","ESMB","AMER","1K-5K",2115,"Praesidium (+2 EE)","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Premier"
"0060M000015M1Y3QAK","CMRCL","AMER","1K-5K",3888,"Reputation.com Inc_OEM","New Business","AE","Other",0,"Y","Communications & Media","200-1000","Premier"
"0060M000015M1A6QAK","CMRCL","AMER","<1K",180,"Slalom Consulting_ISVForce","New Business","AE","Other",0,"Y","Professional Services","1000-5000","Premier"
"0060M000015M0mTQAS","ENTR","AMER","<1K",500.01,"Walmart_OEM","Add-On Business","AE","Other",0,"Y","Retail & CG","1000-5000","Basic"
"0060M000015dfkAQAQ","CMRCL","AMER","<1K",-0.95,"#CMO18 - SELA for Global Payments +1,275 (4,401) UE Sales/Service+Pardot+Social #PTMP(Product Adjustment New Sela) Core","New Business","AE","Other",0,"Y","Professional Services",">5000","Premier"
"0060M0000155EIlQAM","ESMB","AMER","<1K",0,"BD Capital Partners - SWAP - Additional API Calls for Web Services API","Swap","AE","Other",0,"Y","Financial Services","<50","Basic"
"0063000000g8Yp4AAE","Other","AMER","1K-5K",1002,"nScaled Inc - Webstore","Add-On Business","AE","Other",2817,"Y","High Tech","<50","Basic"
"0060M000015CCusQAG","CMRCL","APAC","10K-100K",38889,"Amos International- (+30EE) 30EE","New Business","BDR","Other",0,"Y","Travel, Transportation, & Hospitality","50-200","Premier"
"0060M0000153XtXQAU","ENTR","EMEA","10K-100K",54728.16,"Business France - Ramped price oppty","New Business","ECS","Other",0,"Y","Public Sector","1000-5000","Basic"
"0063000000b3JtdAAE","Other","AMER","10K-100K",15840,"Accel Entertainment (+22) 22 EE Upgrade","Upgrade","AE","Other",3019,"Y","Communications & Media","<50","Basic"
"0060M000013jsJpQAI","CMRCL","Other","10K-100K",77538.46,"FY17 Nov JAPAN MCS Target","Mission Critical Support","N/A","Other",647,"Y","Other","1000-5000","Basic"
"0060M000015HgcVQAS","ESMB","AMER","1K-5K",1080,"Anderson Musical Instrument Insurance Solutions, LLC_OEM","New Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0060M000015XuxOQAS","CMRCL","AMER","<1K",801.48,"Fuze (Thinking Phone Networks, Inc.)_FinancialForce.com_OEM_Renewal","Renewal","AE","Other",0,"Y","Communications & Media","200-1000","Premier"
"0060M000015SsDKQA0","CMRCL","AMER","1K-5K",2499.6,"Clean-Sweep Solutions- (+2) 5 PE + Inbox + PSA - RAMP","Add-On Business","SDR","Other",0,"Y","High Tech","<50","Basic"
"0060M000013oZy3QAE","CMRCL","AMER","<1K",720,"Neuraflash llc-(+4) 30 Company Community Licenses","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000015XuSfQAK","ESMB","EMEA","1K-5K",1320,"Habiteo 1EE+1INBOX","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000vVMY1AAO","Other","EMEA","<1K",48,"GTM Group and Partners - Webstore","Add-On Business","AE","Other",2016,"Y","Other","<50","Basic"
"0063000000lg3pwAAA","Other","AMER","<1K",0,"NetScout Systems (+ 350 SFA) 350 EE Top 5 Phase 2","New Business","AE","Other",2596,"Y","High Tech","200-1000","Basic"
"0060M000015dfPHQAY","ESMB","APAC","<1K",0,"Y Axis Foundation","New Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M000015M0xgQAC","ESMB","AMER","1K-5K",4721.04,"Raybourn Group International_OEM","New Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M000015M15QQAS","ESMB","EMEA","<1K",311.63,"Editialis_ISVForce","Add-On Business","AE","Other",0,"Y","Communications & Media","50-200","Basic"
"0060M000015M1JmQAK","ENTR","AMER","<1K",220.5,"Good360_ISVForce","New Business","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Premier"
"0060M000015M1DPQA0","ESMB","AMER","<1K",540,"PaySphere_VAR","Add-On Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0060M000015M0rdQAC","ESMB","AMER","1K-5K",1125,"John Galt Wealth - Webstore","Add-On Business","AE","Other",0,"Y","Financial Services","<50","Premier"
"0060M000015M1AaQAK","CMRCL","AMER","<1K",675,"Franciscan Alliance_ISVForce","New Business","AE","Other",0,"Y","Healthcare & Life Sciences","1000-5000","Premier"
"0060M000015M1DyQAK","CMRCL","AMER","10K-100K",20492.16,"Fluidigm Corporation_OEM","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0060M000015M1F6QAK","CMRCL","AMER","<1K",650,"MC-GEHA-AddOn-SSL Certs 2","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Premier"
"0060M000015M1FfQAK","ENTR","AMER","<1K",450,"Grainger, Inc._OEM","Add-On Business","AE","Other",0,"Y","Manufacturing",">5000","Basic"
"0060M000015M16dQAC","ESMB","EMEA","<1K",300,"Sheridan Lifts Ltd_ISVForce","New Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M000015M1c0QAC","ENTR","AMER","<1K",957.6,"Serta Simmons Bedding LLC_OEM","Add-On Business","AE","Other",0,"Y","Retail & CG",">5000","Basic"
"0060M000015M15uQAC","CMRCL","AMER","<1K",774,"Klaviyo_ISVForce","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000015M17MQAS","ESMB","EMEA","<1K",480,"Peak.AI_ISVForce","New Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000015M1ZfQAK","CMRCL","AMER","<1K",120,"BNACR - Holiday Inn Express Antioch_OEM","New Business","AE","Other",0,"Y","Travel, Transportation, & Hospitality","<50","Basic"
