"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
3LS,VXLSG8Y66FJ0QKM538AUJZ31NH3J3A1RQ527SQLJ2LMBY0W9BAVFE65ERPLTURZLU1IJ7WYMJ3OUM,"Upgrade","AE",1021,"(03) $50K - $100K",,"N",,,,"Work.com","Work.com","High Tech","201-500","AMER",,"Medium"
5OFEK5CA,7FSORKC2A918OA4UI4B930V4VTBTRMRVPALEJZC04C0S56CDCJUESRLABLJRXPV713SQ393X9AHAQJ8T6K0H6XKL1V2XNBQC0O,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Manufacturing","1001-1500","EMEA","Enterprise Customer","Medium"
897TZ7,4MEYIWNXQJ94Q9LMZNJXF3OVIMFB1SY19Z2V0A23MF9LR1ON872W5DGXAVOTQDLDBK4T7OZBT,"New Business","BDR",381,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER","Unlimited Customer","Very Small"
JU0T9,RB0PT0MCZETQ3SSJ17QXHU1K75AKD35GQIWBBOD6IWNE10FH0P83ZWRNZAYPKDSSPXPHUC6EMQ0BU47AU5CAEO9NTJ,"Add-On Business","Cloud Sales",,"(06) $250K - $500K",,"N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Manufacturing","10001+ ","AMER",,"Large"
LNBJ0CBMQEETS5A,QE6XNPNYAKJY8RHGZCUPMN6N882J0BWCUJODE1GATF5UC3Y3WT5DVNQP5KMPYHIEZFNWWZ1GAF51L2OCDX8DG9UDD3T49N9015AUTASUQV,"New Business",,309,"(01) <=$25K","External Websites","N",,,,,"Work.com","Engineering, Construction, & Real Estate","1-20",,,
D3JV,8KUG9H59PUXA0,"Add-On Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com","Work.com","High Tech","1501-2500","AMER","Unlimited Customer","Top"
Z580M7B,U9R2YA02JKR6QCNAB0O89IZK1OKSU06706MFY3DRZK5H4L06FYXZ2V0R6HQIDLWKD1G35ONHLF4CD99MM3SH3S9O2J0KHZ3BO5GKQA3,"Add-On Business","AE",14,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com",,"High Tech","21-45","EMEA",,"Small"
M1SGRF7D127JO,IF2P0LGKKWJSF3B9HAEVJYJ6XIA38XOIQDTRT7P9HUD9K5J4J7XNP1IKEEPOHTN166BKUXI2NP803E9LHTM79L,"Add-On Business","ECS",,"(06) $250K - $500K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
PP7,FCFOCVX4CHG796JHOLB04KLHMIMMKFJ7TT6EZZ,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Small"
E7L0JYVTPZ26T,TJ68PAQDAWIZTVBP2D6GVLYMQ3EYFAWFP3Z3DA518HEUPFTV51VTCPDSGC8DFGK2QFL3W5ENCAS08OK3FIP5TAZ0TUBY9Z44I4OVALYSFUK0VBUAB83RJ,"New Business","Cloud Sales",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","2501-5000","AMER","Unlimited Customer","Top"
C5WZLA,OS5UUIGXJWPZLDN8CB5CNK1TGFO0F7OPZBSN57R7JS7SUVOD70IQNRQ8G79JX2BN7ZTMQ0LAYNM52TZ7U2ZJAW,"New Business","AE",,"(11) >$10M+","AE Generated - Create Account","N",,,,"Work.com",,"Professional Services","5001-10000","EMEA","Enterprise Customer","Large"
ZLKA,5BKRB6B9AIFO3QT0TV97OWYGI97,"New Business","BDR",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Travel, Transportation, & Hospitality","1001-1500","EMEA","Performance Edition","Top"
DYC0PANU,58R4JOMZI3OE90ZPUWCSLQDNHCYMR8T3QZQPLACMRB5A4,"New Business","AE",,"(03) $50K - $100K","Email Marketing - SFDC","N",,,,"Work.com",,"Financial Services","1501-2500","AMER","Enterprise Customer","Large"
FAG7ZBY9EYAGU9,HW9SFQSX6JO0XRDPRQODFVOJXGJT7G9BCBUZYEUT8WZ6D7AE247ZEBA6AYIR0MNB6HS4,"Add-On Business","AE",,"(01) <=$25K","Salesforce AE","N","No Partner","AMER","ISV Partner","Work.com",,"High Tech","1501-2500","AMER","Unlimited Customer","Top"
3XQANTNMJW,UWM73IQT7CK8F,"New Business","EBR (Mktg Infl)",310,"(03) $50K - $100K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","2501-5000","EMEA","Enterprise Customer","Large"
S6N04,TGT9U7L626KQDPADVOBP7RHPPE9RI01NZF711871DQEQDKY3HJ389S0CBBGBW2EDVN6XB2LCX,"Add-On Business","Alliances",408,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner",,"Work.com","Professional Services","2501-5000","AMER","Unlimited Customer","Very Small"
WY32DOPJK3,ONDBXFPAGHTRTT5BUXNKXX7IGST7H2YHO37HUXTQ210LWNZCADUQ6LD0XHUBZKOUCRCT4QXQU2MZIY62A,"Add-On Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Communications & Media","1-20","AMER","Enterprise Customer","Very Small"
RRS,YK3R9ZYLJK3ADP53WBBV8WF6JE1F,"New Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","5001-10000","APAC","Developer Customer","N/A"
MO1960RRRX44LY,5JPU6TSNHVLSSPTPKT8,"New Business","AE",357,"(02) $25K - $50K",,"N",,,,"Work.com",,"Education","5001-10000","AMER","Unlimited Customer","Very Small"
92,EXWT49Z5Q9WK26E5N09L,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N","No Partner","AMER","ISV Partner","Work.com",,"Engineering, Construction, & Real Estate","10001+ ","AMER","Enterprise Customer","Very Small"
O9YYB18Z480P1K4,05136GKECG8LDDUO1A5BPFJM746HHI2V46W80HAT2LQEXC24VW66ZVZACHZ00XF9G67FGAXW,"Add-On Business","AE",,"(08) $1M - $3M","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Mega"
X0XZXX9TUB5A,09S1G8QNL9Q16O9WF24KRXGLBWGJT0B6NZ4UWBKKOKRN61B4EZNXQYD0QXPUW1PFQLJGBABWE0Y8TF7,"Add-On Business","AE",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Financial Services","2501-5000","AMER",,"Very Small"
DQQXZ3PRKT,1VXWEIMHEX72HIVQLCAJJLFB1PM8BD0N818R3GWY06FLPZ0YUBUI4E6NC3BKPG9SJOX4UTM7LH4DBIDR,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Communications & Media","1501-2500","EMEA","Unlimited Customer","Top"
V35AWJ7RSQZO9C,LR2VTGUYBGVJWT65NX39BC2XLBFYDTF2VLPYDTKGIHR3R356K,"Add-On Business","AE",105,"(01) <=$25K",,"N",,,,"Work.com","Work.com","Financial Services","501-1000","AMER","Unlimited Customer","Top"
EXDLJRG4R650,M0AV6MITLBKIXZG04ENXOJ9VW30KJSOMUM2OA5DS,"New Business","AE",581,"(05) $150K - $250K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
TVX9JD3KXD5,1X81OKUAFHNHYPCYJS27U2491KB50IAZTFCMW2Z9EOHLLUK,"New Business","ECS",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","1001-1500","AMER",,
4CIRNEMHH03,BTCV13V8KG6R0IAXAMA3FY48KU3YFLQ36B8AY3LNNYJ2F6,"Add-On Business","Cloud Sales",,"(07) $500K - $1M",,"N",,,,"Work.com",,"Healthcare & Life Sciences","21-45","EMEA","Unlimited Customer","Very Small"
542S27RURCD5RD8,NOBIT75W043CM8XY64TWGQPOPRAK4NSAOB42W,"New Business","EBR (Mktg Infl)",272,"(03) $50K - $100K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","2501-5000","EMEA","Enterprise Customer","Large"
N2QCSQPFL75HI9F,SRPSGLOVYCHVDAIUU1F5EI15FCJBOFY0MWRS1GAYQFQ1RGP37VZ8F75SNEEM8MJ3FNYADB3JZSUL2ZQM7YU8L0XVIJ1O,"Add-On Business","AE",1754,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Professional Services","1-20","APAC",,"Very Small"
SBM,EY4HRD5BGQE2C54TNM0EV8HZKWFKOU60OAINYBR6ELHJQJ5SJ8XEESHEBB46PY380QXKJUD6519B01VT61EM8VBXRD55OZV8POJ44,"Add-On Business","AE",454,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","10001+ ","EMEA","Performance Edition","Top"
HAT4V,5XCMOK9V9WPUQDG54WEGBYEI9Y96L0Z5SA5JWKIU44UXD5KYG59BZK8BL0GULW76Q4,"New Business","AE",,"(02) $25K - $50K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","1501-2500","AMER",,"N/A"
XS7M7,CQY5ZH2OG0AN25K4X50C4SR9BC7NNBSQ6WPZ5VOJ4PARC77E1Q4SNXJR1KNA5TTA03MJG964D1IVFN2C9YDIQ,"Add-On Business","AE",149,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Professional Services","1501-2500","APAC","Unlimited Customer","Top"
CRRSR0LCMWU8V7C,BUSE,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Retail & CG","5001-10000","AMER",,"N/A"
UU2Q75F1L4UT1,Y4SAYEPUSYB0MSWTOVQG8F13W0JJGR8WVHV5IBE1BZEFQX46JYRTX437KXI23269OBQVTJYONE3H8IULBKG0JQUI149KYVQLC46AH,"Upgrade","AE",1429,"(11) >$10M+","CFL","N",,,,"Work.com",,"High Tech","2501-5000","EMEA","Unlimited Customer","Top"
T,L4ZO4UHQCD01JXBFG6019BAYWPDLUPQNH5LD1GZ1TOM40LET3Z246JGGHUL3DVZWSDGDVN8O44UFRTA9OZKL23CUC,"New Business","BDR (Mktg Infl)",1384,"(03) $50K - $100K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","2501-5000","EMEA","Enterprise Customer","Large"
95Y39VKPA,9EFFHOX53WZ7TPOHWWWNXAEVULHF9J26JKSPKZ9CTU7J,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","1-20","EMEA","Unlimited Customer","Flagship"
UYN1C2LMZ,VRMTFOF115K,"New Business","EBR (Mktg Infl)",176,"(03) $50K - $100K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","2501-5000","EMEA","Enterprise Customer","Large"
7AJDZWJ4MFM,RS3BQM4BRRZP6CDC0LMS6DSA3D35JATFRXVKGAH0ED624GK3KXSPBEIJYR3PLR50IRFIKZ382KQYQYCZ5JLAAQ0G7RIQOKTEX9KJZK,"Add-On Business","AE (Mktg Infl)",585,"(04) $100K - $150K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Top"
848J4VUK6RR,KV8K9LSHS2AFOEOSYDHCI2A4UY7I9B1WZOFOWFMH1R9TJFNB0R3R1IOBX07FYN2N77Z43V1UEBUDLFQ1PZGSQKFXQZPPZHIFD78H,"Add-On Business","AE",,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","201-500","AMER","Unlimited Customer","Small"
2CIRDTYIYPY,RE5BWGFUJRUWUQJW9LEUMIM3DW4V7PBVWLZBXOFIM02GMG74YIENV137NZ1SOZUNDNMIBMPK1PVYRS6EX9VU2BWPR3DJFPYNDNE,"Add-On Business","BDR",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Engineering, Construction, & Real Estate","501-1000","AMER","Unlimited Customer","Top"
WIS,9VFYKM,"New Business","BDR",343,"(04) $100K - $150K","Partner Referral","N","Sourced Lead","EMEA","Consulting Partner","Work.com","Work.com","Public Sector","5001-10000","EMEA","Unlimited Customer","Large"
W,YCK9BKN0XLPYIJN7RPSOJKA09L2AWBYP8BL41CC4OQ07T2GXWQ2DXHZ1YIG8KUEKUAISXSFPXE93ZU9IJL1FA0BDCMTPKYB8ZBX8UDAWSQEL6,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"High Tech","201-500","EMEA","Enterprise Customer","Large"
TFU18UGBXPDNV7,7G0BQZS31AXWLBP8FTO7L7IMXE9RVJ9BNHK36R4JOJAI04MELHUOS54KSRUGSFL2GVSIRYRZJM6FMZIMBPMDMTN225RBOEXM7X1R9GGHLN0,"New Business","BDR",,"(09) $3M - $5M",,"N",,,,"Work.com",,"Retail & CG","10001+ ","JP",,
7C8,Y78IPQKWSDJVWP6F8WTI9OYRBYHQZRXLAXBV9,"Add-On Business","AE",,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com",,"High Tech","201-500","EMEA","Performance Edition","Large"
FP2BX,DQVV2OKU03PV4B,"Add-On Business","AE",808,"(02) $25K - $50K","EBR Generated","N",,,,"Work.com","Work.com","High Tech","5001-10000","AMER","Unlimited Customer","Mega"
9EP5XSM3H4E6W,THO3I3O1XBTURRHZ843SFMEE5IFTW54NXWLJJFJRIM2HSZK6W0IS6G4K40Q1VWD,"New Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Healthcare & Life Sciences","501-1000","AMER",,"N/A"
PFGM1L3TW3G,JPW43IPVOERRJ6ZVCDHQHO8CDQPB2OOAALEDO99RY,,"Alliances",0,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISVforce;GPA",,"Work.com","Travel, Transportation, & Hospitality","5001-10000","AMER","Enterprise Customer","Medium"
T9EOT1FU,MSAQPN775SADKTCO1XH6THDF0PD4XF6J9K7RDT7RWIQ4BKD2COWUMCVHC57462PW6SVSDZ103WZO8BGAAEAPIFX,"Add-On Business","SDR",,"(01) <=$25K","Inbound Call","N","No Partner","AMER","Consulting Partner","Work.com",,"Communications & Media","1-20","AMER","Professional Customer","Very Small"
MU89OO8GIIHRK,YGAXNTB9IVBRESEF11TJ5C,"New Business","AE",,"(02) $25K - $50K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","501-1000","AMER","Unlimited Customer","Top"
VOWQVLCK,ZHM0DHCR7,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","5001-10000","AMER",,"N/A"
0ADIPNQM,7P55OCUFHYZ7S4WQYJKLSHCTDWCQG9Y1CTPUQ6LH9XV5ZWP96KTK37RH0Z1HXHS2FOZ3MPUB68SX2JRG6ERNBVSWVKA7AKG5IAGFAK7WNH5LPHIKHMOUR,"New Business","AE",,"(04) $100K - $150K","Cold Call","N",,,,"Work.com",,"Travel, Transportation, & Hospitality","10001+ ","APAC","Unlimited Customer","Flagship"
WJKZ7DKR63,RXRZGZCT6DYLJ6DNK0Q3JOXFRQFLMAUPJ2K1EKNYNC1RZSDPRZ1O2VR81TU2SMRYMFNYBU68XL,"New Business","ECS",,"(07) $500K - $1M",,"N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Top"
8FWPRRIHYT5H7P,L8BHD1XWZ5WLXWG1DOWHDS3AU5DMDCLXOPH7K5QPHZTHFS4C5,"New Business","AE",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","EMEA",,"N/A"
PUPXHMLNHKDH,6R2EDOTYQZO8LY5Z2LWWGL3BSEBU88OSA6RMHODUVKB3C7W,"Add-On Business","ECS",139,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com","Work.com","Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
YKP7XS7I1O55OBM,ZBK13SVTZPXX76220UH4XSG4ND2IZDJSA3YCEL71MPWYSZIPJFYPFQD,"Add-On Business","AE (Mktg Infl)",214,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","High Tech","5001-10000","AMER",,"Small"
FPBQ6KZ20,A9FNKOM0JO087ZMHXV13A5KFSXWFOLFWH202L78NG9TJ3GSONC7EY9Y2F5U4CQIY8FI,"Add-On Business","AE",264,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Professional Services","1501-2500","APAC","Unlimited Customer","Top"
RN6QEL52AXRGE,4IV7562L,"New Business","BDR",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER",,"Very Small"
YOIYGRQTJTMFM5,VLWJAYSM3QMXVY2WFAYIFC8SAJMHN8G1NA5FT2977BK4ZY,"Add-On Business","ECS",,"(01) <=$25K",,"Y","Sourced Lead","AMER","Consulting Partner;Content Syndication;SI","Work.com",,"Manufacturing","10001+ ","AMER","Unlimited Customer","Medium"
UD,0FN0499AYL42LCZZ,"New Business","EBR (Mktg Infl)",207,"(02) $25K - $50K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","1-20","AMER",,"N/A"
BTIGV3PT,HSQ1TVOUZKADB2FP9MUA3D,"New Business","AE (Mktg Infl)",556,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Medium"
4H,TF1FQTIQFNDIL0KW12SOK7TNKY3EWKXJM7BJDZ6THR7AGW2RYKE3LKNLFJ9AGP79Z63KE6J5NB1AUDZKD3FKQJPRKHV46OUC8YP53M1TJG4PQGKK6TX5M8,"New Business","AE",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Engineering, Construction, & Real Estate","5001-10000","AMER","Unlimited Customer","Flagship"
XA,86HO8PCAYUR2VG4LYW8SQESD643RFHM1JOV,"New Business","AE",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Travel, Transportation, & Hospitality","10001+ ","AMER",,"Very Small"
56HTPF,O0Y0DKYW6V6MYE01PCPRFW8GM7NPFDBMGAUADAF30,"New Business","AE",,"(05) $150K - $250K","Sales Generated","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Top"
CURDPMMFCLJRY1B,JLWGCP5S47C7BCM39SKE0RGJ506TWCY7UQ3KWISGTCHP4THTXOI5REUBUMVG8X8AK48PQ9MTCTEH2OATZACXSKOECSYTPNSC7LROLYEAJVB296AJT3ET3,"New Business","BDR",,"(01) <=$25K","AE Generated - Create Account","N","No Partner","AMER",,"Work.com",,"Engineering, Construction, & Real Estate","501-1000","AMER",,
C,ADIZTQLSE89ZX1YX,"Add-On Business","ECS",,"(01) <=$25K",,"Y",,,,"Work.com",,"Professional Services","46-200","AMER","Unlimited Customer","Large"
JH5S78,RLUE7CD3HBY5WVZ6N3WY2KEX7N0M8HJYZH1MZCEIYUCHMONCOGZQ4GKQ5MHB999DZZJT93CMWQJYLPNKEMSS8ELAV8KF2LK4,"Add-On Business","AE",187,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","Professional Services","5001-10000","AMER","Unlimited Customer","Mega"
6,STXU0JZX2HOWIUCAE8OG6RUQ8SBQ4Q77O5JWKUC4JVJFGPD1LXFK41NLFG3CXYUV8DZR9CYZJP076VL26TLEIR7E8DKJMJD1Z,"Add-On Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Engineering, Construction, & Real Estate","10001+ ","AMER","Unlimited Customer","Flagship"
ORF4N,1KTPKSKPSRS,"Add-On Business","AE (Mktg Infl)",270,"(02) $25K - $50K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Professional Services","201-500","AMER","Enterprise Customer","Large"
78G,T5DRO86HNXDLVBH0TNJFB6317HEDOV85FDBY6FNNG3FK8WBY4ZI12G57ZI2LHZS3RSCCGPC3HQDQ5LF0Z0CHOJ3S55NY6CQMLXDHMMFH1YJ,"New Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Manufacturing","2501-5000","AMER",,"Medium"
9TV,K,"New Business","AE",183,"(03) $50K - $100K",,"N",,,,"Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
0,O1TRXRCN175Q0FJWAFGON1G8H3IPBAN8EBIPK5R7K23B03V48A1CD8AXNHADQE522IZUJPAF3WGA694GT0BXWFCVF8SQM569BPQIZU6GXZ8G7,"Add-On Business","Alliances (Mktg Infl)",903,"(06) $250K - $500K","RM","N","Sourced Lead","AMER","Consulting Partner;Content Syndication;GPA","Work.com",,"High Tech","2501-5000","AMER","Performance Edition","Small"
SWNQ8GA,0ELUJXI8OBICL3PKQN7KYBKK5NXARS9C204I4ZB0JBCDS964K3W4E1RU7WRIC063MZKF75D572IXKBVIXIKHMYRAKRFP9DIF19S5P0WTUELNLH49N0BTX8T,"New Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","501-1000","AMER",,"N/A"
1EV9CBM5P,OVPRLMEJ64AWZQZ3PSQXL1CHPPP14494EO2BFH0W9UO4JP37H6S9PG87MER5KA6J74TC55SEGGQMDW2SYOT10GB3NKNFEW92KL7DJACZXXS8V90CXB3PGO3,"New Business","AE",212,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
KI,OAC67,"New Business","AE",,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","501-1000","AMER","Unlimited Customer","Top"
AZKYLI9,QS5EQJFV6CCWYH077RWTQX3VULXYKKEH52EGEGT0I2FMIRR140ZDOHOQTVV4Q4YFCA2BCQ5HNL8H6IK2W1SY84W7D23XUFML0MWEER,"Add-On Business","BDR",,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI;CRM Reseller;ISVforce;GPA","Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
1HED4ZB83O9Q,5HG45SVWLDX0K83FJCJJZQPDZU2J62KWDOF90R216IR7JHL7ZGKVCRIWPLAX6F8C2R2YXKUBP63M3XU05AUV57BUJK20PHC,"New Business","BDR",,"(03) $50K - $100K","Website","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com","Multi-Product","Manufacturing","2501-5000","EMEA",,"Mega"
MPXJJU,VJKBJF96WN5FI4HSAPL1ZNNX118POVFDLL17FPYRAPKHP23OLGEATKX1O83QMZCNMSTHROL8,"Upgrade","SDR",625,"(01) <=$25K","Other","N",,,,,"Work.com","Engineering, Construction, & Real Estate","1001-1500","LACA",,"Very Small"
A0H,NSJTE16FI1Y36NFJ2NHFRZ25GPKSZ86E3H403VCOQMA0XNLLDT47GJA4V32PQXQRMRBX0MLPQRRY8764EL07U3ILI150X67ES259KR503MC8OH0Q1VH,"New Business","BDR",,"(03) $50K - $100K","CSM","N",,,,"Work.com",,"Financial Services","1001-1500","EMEA","Unlimited Customer","Top"
H,ZXSXI8SNB,"Add-On Business","AE",286,"(02) $25K - $50K","Customer/Other Referral","N",,,,"Work.com",,"High Tech","2501-5000","AMER","Professional Customer","Medium"
IZWYPXDIF5C,A,"New Business","AE",1669,"(01) <=$25K","Dreamforce","N",,,,"Work.com",,"Professional Services","5001-10000","AMER","Unlimited Customer","Large"
2VLXMI2DXT0W,DWXCSMBY05GU8RM6F0W4JWUTOTSG24KJ8OHKBJXJEMFBAF7VFFWDHET9UFIEL901RXYDKP6HDQRG9QFKD400T35RJZEXEDPECHXBNW6BKQ3GJKZK25,"New Business","AE",95,"(02) $25K - $50K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Top"
0BYTO,OYL3RR4MRWKI0KBDV6YK7SH06Q4WHYD1LDFL97L6ZSUD9TOSJU8W045HMQ94G21PYEEP48KE0WME6PFTNVTPF40CBX7BYJAADGFXNSPVOZGTLFM6P7E,"Add-On Business","AE (Mktg Infl)",1072,"(02) $25K - $50K","RM","N",,,,"Work.com",,"Financial Services","2501-5000","AMER","Unlimited Customer","Top"
4Z,D4MST8GQIGPA8LZPWK9U4TVLFVPPYUWFAVSC7B0B9RNG9SUNOZZVTY5GUAH0SEBE001LYI5Q1R7Q2TETHBO5FHJT9YST6ENQ,"Add-On Business","AE",0,"(01) <=$25K",,"N",,,,"Work.com","Work.com","Financial Services","501-1000","AMER","Unlimited Customer","Top"
23589VS3ZR338,ZMSQ9TG8BG44IOAV94YSB102MI7B2UHH1KFGN2LY4AUYCYQF10VR4DO6BFVZ3EUOARC5GLO6,"Add-On Business","AE",13,"(01) <=$25K","Direct Mail","N",,,,"Sales","Work.com","Engineering, Construction, & Real Estate","46-200","AMER",,"Very Small"
2EI,II04UDISXI9NSGU5Y60BBV0JDQWZMKB48SVLQBXLUKNFUHXW5XLSBM4BLYET5ZCKPMYP,"Upgrade","AE",8,"(02) $25K - $50K",,"N",,,,"Work.com","Work.com","High Tech","201-500","AMER",,"Medium"
CM4799KC3,EEPEV3HMDJUV8IWAJ2GXCQRI8O8V8NXH7OM,"New Business","BDR",1327,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER","Unlimited Customer","Very Small"
ATSO,3Q8XGPJH25E7HQLIZAMC1MCO8NCG3UB4ISNBR09XK2VK2ZODJLQGCNQ,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","501-1000","EMEA","Enterprise Customer","Medium"
R7U7XUE8QOH03KJ,YM1EN5K5LX00RNQH2SE8OWQUZS28EN0IPMQN67I0I9Q3RP68BELCUCUB1DYG45VD,"Add-On Business","Cloud Sales",329,"(01) <=$25K","Sales Generated","N",,,,"Work.com",,"Communications & Media","501-1000","AMER","Unlimited Customer","N/A"
4N,62KPC0Q7YVP,"New Business","AE",,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Medium"
WAGVB2,FOKYZRVWGTBR7LEUK16IP7NZWZ4GZ1V0LIWWNJ5ABFKVB8ADAM79I267FZAMEP9Y2JUA3WE9QMJG6U55D0IGKS2KTBXSKLO8OALL,"Add-On Business","AE",328,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com","Work.com","Manufacturing","2501-5000","AMER","Enterprise Customer","Large"
IBD4,JKLMR4T9H536L06SGYFKWOY7N6MQ5SY24C2C2GGQF7BUI35U1UKV08ABIO8A4D8ZLUTZM1DT096YJP5K6233XZJ3PX6ILRX9JHXEGD1C7UDLRVGXQ7,"New Business","BDR",,"(01) <=$25K","Salesforce AE","N","No Partner","AMER",,"Work.com",,"Engineering, Construction, & Real Estate","501-1000","AMER","Unlimited Customer","Top"
9G9K7DK,S4TJHCJAI,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Communications & Media","1-20","AMER",,"Large"
K,EJRHAHM06DPKMJQX08B003USIK0GG0CFRGFPH5EFQ9934MZ0GZ7VIQAVLFX26YQDM81PMHE5PP86PSFZWFD2HTBY5PV7L7MWMTR3B3ABS46M1WIC1VQ0ES7,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","1001-1500","EMEA",,
